;NU_INSCRICAO;NU_ANO;TP_ESCOLA;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO
2717;180009380799;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;440.7;554.3;425.9;484.9;620.0
2718;180008342703;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;;;;;
2719;180009263864;2018;2;41377656.0;4118709.0;Paulo Frontin;2.0;2.0;579.2;528.4;537.3;522.6;280.0
2720;180008719836;2018;2;50018370.0;5006606.0;Ponta Porã;2.0;2.0;574.5;664.9;604.9;679.3;660.0
2721;180009351591;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;472.9;604.2;443.0;432.1;500.0
2722;180008252272;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;444.4;426.2;393.4;419.5;280.0
2723;180008139158;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;424.5;468.1;420.8;416.5;360.0
2724;180008141005;2018;2;42082382.0;4210209.0;Major Gercino;2.0;2.0;586.5;619.1;508.8;536.4;700.0
2725;180008187830;2018;2;35926073.0;3513603.0;Cunha;2.0;2.0;479.1;602.0;558.2;464.7;520.0
2726;180008280129;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;472.2;562.8;553.0;513.1;880.0
2727;180008812581;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;449.3;461.6;397.2;450.9;320.0
2728;180008873167;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;;569.1;479.6;;340.0
2729;180008346053;2018;2;33052808.0;3302502.0;Magé;2.0;2.0;437.3;493.0;522.6;396.6;260.0
2730;180008738277;2018;2;35036183.0;3537800.0;Piedade;2.0;2.0;634.7;707.8;656.9;743.5;840.0
2731;180008913436;2018;2;26098415.0;2604205.0;Catende;2.0;2.0;412.6;425.6;485.6;412.6;500.0
2732;180008280145;2018;2;23545534.0;2312205.0;Santa Quitéria;2.0;2.0;552.3;620.5;603.7;680.7;400.0
2733;180009354930;2018;2;21339805.0;2106300.0;Magalhães de Almeida;2.0;2.0;469.4;572.2;461.2;491.9;320.0
2734;180008265785;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;489.1;544.5;458.3;539.8;660.0
2735;180008144337;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;417.8;485.1;504.7;378.6;500.0
2736;180008719879;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;460.1;575.2;602.3;519.2;420.0
2737;180008130589;2018;2;33026734.0;3300209.0;Araruama;2.0;2.0;415.6;480.9;471.5;524.9;300.0
2738;180008619282;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;;;;;
2739;180009268023;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;476.6;519.4;510.9;450.5;320.0
2740;180008888069;2018;2;12000906.0;1200203.0;Cruzeiro do Sul;2.0;2.0;456.0;582.2;493.2;491.8;560.0
2741;180008913459;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;498.8;612.9;473.1;610.5;320.0
2742;180009066747;2018;2;15211053.0;1505486.0;Pacajá;2.0;2.0;577.2;662.8;555.0;539.9;720.0
2743;180008463059;2018;2;35345600.0;3538808.0;Piraju;2.0;2.0;544.7;619.3;569.3;604.5;600.0
2744;180008619295;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;541.3;622.2;523.2;537.7;700.0
2745;180009044441;2018;2;23237775.0;2305803.0;Ipu;2.0;2.0;398.2;508.6;372.4;467.8;360.0
2746;180009038426;2018;4;31246018.0;3138203.0;Lavras;4.0;2.0;575.4;637.1;594.8;705.1;640.0
2747;180008913468;2018;2;22136045.0;2207009.0;Oeiras;2.0;2.0;440.4;499.4;433.2;485.4;520.0
2748;180008928247;2018;2;23239174.0;2307650.0;Maracanaú;2.0;2.0;;511.9;446.9;;240.0
2749;180008160463;2018;2;23100575.0;2311306.0;Quixadá;2.0;2.0;;;;;
2750;180008928248;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;435.8;407.4;493.0;539.1;540.0
2751;180009014163;2018;1;31041548.0;3162807.0;São João Evangelista;1.0;2.0;;;;;
2752;180009066762;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;375.0;452.1;441.3;469.5;460.0
2753;180009014169;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;578.3;639.5;631.7;655.7;860.0
2754;180008145837;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;434.8;451.5;474.5;423.5;420.0
2755;180009013543;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;467.7;602.0;514.4;459.1;480.0
2756;180008690016;2018;2;26186004.0;2610608.0;Paudalho;2.0;2.0;534.0;446.6;462.1;516.1;0.0
2757;180008147683;2018;2;33051739.0;3301900.0;Itaboraí;2.0;2.0;469.0;601.7;478.1;447.2;800.0
2758;180008205996;2018;2;17040035.0;1720259.0;São Salvador do Tocantins;2.0;2.0;480.0;399.3;356.8;497.0;560.0
2759;180008242937;2018;2;42061989.0;4205001.0;Dionísio Cerqueira;2.0;2.0;456.7;587.2;534.1;571.6;360.0
2760;180008891421;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;;;;;
2761;180008917796;2018;2;15035921.0;1501303.0;Barcarena;2.0;2.0;397.6;541.6;457.1;417.3;620.0
2762;180008760505;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;420.6;437.4;462.3;469.0;660.0
2763;180009047776;2018;2;15011259.0;1506807.0;Santarém;2.0;2.0;449.3;530.0;445.5;471.5;540.0
2764;180008563356;2018;2;27018997.0;2702900.0;Girau do Ponciano;2.0;2.0;474.9;572.2;513.6;533.6;700.0
2765;180008314909;2018;2;23246863.0;2309201.0;Nova Olinda;2.0;2.0;410.2;445.6;500.5;408.5;380.0
2766;180009387522;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;394.4;443.5;375.7;430.5;380.0
2767;180008160493;2018;2;33011095.0;3301009.0;Campos dos Goytacazes;2.0;2.0;475.8;520.2;433.8;559.0;380.0
2768;180009041780;2018;1;17000335.0;1702208.0;Araguatins;1.0;2.0;540.2;603.4;577.0;466.0;400.0
2769;180009078231;2018;2;14002701.0;1400175.0;Cantá;2.0;2.0;438.0;496.5;440.1;427.1;340.0
2770;180009162160;2018;2;33043132.0;3305802.0;Teresópolis;2.0;2.0;560.8;631.1;578.8;527.3;660.0
2771;180008726563;2018;2;33010650.0;3301009.0;Campos dos Goytacazes;2.0;2.0;;;;;
2772;180008147717;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;413.7;474.2;460.2;418.0;320.0
2773;180008361399;2018;2;41367103.0;4113254.0;Laranjal;2.0;2.0;420.8;530.4;370.2;426.2;460.0
2774;180008145885;2018;2;52264467.0;5215603.0;Padre Bernardo;2.0;2.0;480.3;560.6;521.7;586.5;360.0
2775;180009041808;2018;2;21261563.0;2111300.0;São Luís;2.0;2.0;;;;;
2776;180008693392;2018;1;51068346.0;5104104.0;Guarantã do Norte;1.0;2.0;564.0;668.4;594.0;575.4;740.0
2777;180008197891;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;424.2;485.5;489.7;466.3;420.0
2778;180009166488;2018;2;23246634.0;2313302.0;Tauá;2.0;2.0;;;;;
2779;180008934972;2018;2;31063037.0;3142700.0;Montalvânia;2.0;2.0;566.4;659.3;609.6;737.9;720.0
2780;180008915079;2018;2;52022072.0;5201108.0;Anápolis;2.0;2.0;469.0;643.8;516.7;570.9;520.0
2781;180008566716;2018;2;15035921.0;1501303.0;Barcarena;2.0;2.0;;;;;
2782;180009162202;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;467.9;457.1;429.7;452.5;340.0
2783;180008370324;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2784;180009361672;2018;4;43123678.0;4316907.0;Santa Maria;4.0;2.0;475.7;596.6;528.3;572.5;640.0
2785;180008149213;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;;;;;
2786;180008370326;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;;;;;
2787;180009390891;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;438.6;500.4;443.6;492.3;220.0
2788;180008286842;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;450.9;416.8;416.5;457.8;320.0
2789;180008988539;2018;2;23263644.0;2301000.0;Aquiraz;2.0;2.0;450.4;611.7;554.8;492.2;720.0
2790;180008156977;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;434.0;501.5;405.5;446.0;80.0
2791;180008729921;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;420.6;494.1;436.2;482.4;240.0
2792;180009020256;2018;2;53005210.0;5300108.0;Brasília;2.0;2.0;588.1;643.3;578.2;665.0;720.0
2793;180008197913;2018;2;33028702.0;3305505.0;Saquarema;2.0;2.0;438.8;568.0;428.4;431.5;540.0
2794;180008988548;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;532.0;660.4;587.8;615.6;720.0
2795;180008566734;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;394.8;408.0;412.1;500.4;460.0
2796;180008151069;2018;2;32059868.0;3203320.0;Marataízes;2.0;2.0;522.4;633.3;589.4;625.7;620.0
2797;180008372562;2018;2;41150937.0;4126678.0;Tamarana;2.0;2.0;;;;;
2798;180009073470;2018;2;23100575.0;2311306.0;Quixadá;2.0;2.0;453.6;544.6;496.3;527.3;300.0
2799;180008469794;2018;2;41359690.0;4120903.0;Quedas do Iguaçu;2.0;2.0;550.1;654.8;608.4;600.2;740.0
2800;180009020272;2018;2;23462329.0;2306256.0;Itaitinga;2.0;2.0;383.7;426.7;488.5;561.3;300.0
2801;180009045165;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;431.4;469.9;457.9;545.1;340.0
2802;180008921206;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;405.6;514.8;411.5;446.3;180.0
2803;180008222058;2018;2;29081815.0;2903805.0;Boa Vista do Tupim;2.0;2.0;427.6;523.2;383.9;493.2;520.0
2804;180008113594;2018;2;23545534.0;2312205.0;Santa Quitéria;2.0;2.0;564.1;462.7;439.4;420.0;300.0
2805;180008290156;2018;2;24055867.0;2403251.0;Parnamirim;2.0;2.0;411.1;525.2;475.3;472.4;260.0
2806;180008222064;2018;2;23268310.0;2309458.0;Ocara;2.0;2.0;512.0;424.2;394.3;445.6;260.0
2807;180008767221;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;;;;;
2808;180008321607;2018;2;23239174.0;2307650.0;Maracanaú;2.0;2.0;;;;;
2809;180008991895;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;552.2;643.3;607.7;573.2;860.0
2810;180009165555;2018;2;52090299.0;5215603.0;Padre Bernardo;2.0;2.0;422.7;508.4;549.7;449.5;340.0
2811;180008733262;2018;2;25120760.0;2509057.0;Marcação;2.0;2.0;397.3;573.8;400.5;400.4;320.0
2812;180008646553;2018;2;35023449.0;3529708.0;Miguelópolis;2.0;2.0;542.9;526.6;456.0;646.3;800.0
2813;180009213654;2018;2;23237775.0;2305803.0;Ipu;2.0;2.0;420.9;512.9;431.1;542.3;280.0
2814;180009023085;2018;2;26063522.0;2605806.0;Frei Miguelinho;2.0;2.0;487.5;613.1;550.2;513.4;600.0
2815;180008154397;2018;1;;;;;;472.9;570.4;556.9;637.7;840.0
2816;180008918462;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;400.4;426.5;407.4;435.2;320.0
2817;180008236738;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;458.0;523.9;499.8;515.9;520.0
2818;180008201280;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;407.4;457.2;487.8;438.6;260.0
2819;180008293483;2018;2;15168700.0;1506195.0;Rurópolis;2.0;2.0;;;;;
2820;180009023101;2018;2;32059868.0;3203320.0;Marataízes;2.0;2.0;483.0;576.7;538.7;456.9;600.0
2821;180008646572;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;;;;;
2822;180008271450;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;497.5;573.6;513.7;581.5;600.0
2823;180009277320;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;483.3;605.4;576.4;658.2;780.0
2824;180008356183;2018;2;22137181.0;2208403.0;Piripiri;2.0;2.0;466.9;419.5;363.2;457.9;540.0
2825;180008116940;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;443.2;490.6;475.3;436.7;0.0
2826;180008368135;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;381.1;455.0;501.5;439.6;0.0
2827;180009026423;2018;2;51052660.0;5107602.0;Rondonópolis;2.0;2.0;510.2;633.1;564.1;556.5;480.0
2828;180008157730;2018;2;42081190.0;4218004.0;Tijucas;2.0;2.0;432.3;564.0;480.6;392.3;520.0
2829;180009277332;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;420.5;491.3;405.3;381.7;340.0
2830;180008973856;2018;1;31031755.0;3105103.0;Bambuí;1.0;2.0;557.7;627.0;586.8;580.2;800.0
2831;180008359517;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;447.7;440.6;419.5;501.6;360.0
2832;180008143998;2018;2;41114400.0;4121505.0;Rebouças;2.0;2.0;570.8;616.6;584.7;598.9;600.0
2833;180008649902;2018;2;21009473.0;2111201.0;São José de Ribamar;2.0;2.0;398.6;494.7;471.3;383.4;360.0
2834;180008155907;2018;2;52092143.0;5206206.0;Cristalina;2.0;2.0;392.0;512.0;373.2;374.1;460.0
2835;180008476501;2018;2;33051739.0;3301900.0;Itaboraí;2.0;2.0;416.1;493.9;422.4;481.0;400.0
2836;180008157751;2018;2;35039652.0;3524402.0;Jacareí;2.0;2.0;448.9;589.8;521.3;429.4;440.0
2837;180008161858;2018;2;21275106.0;2107803.0;Parnarama;2.0;2.0;;;;;
2838;180008927910;2018;2;33043132.0;3305802.0;Teresópolis;2.0;2.0;445.6;442.9;494.8;424.8;400.0
2839;180008110101;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;443.5;538.4;563.5;638.5;600.0
2840;180009026451;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;476.5;489.0;512.2;493.2;460.0
2841;180008921835;2018;2;23545429.0;2307809.0;Marco;2.0;2.0;536.0;500.3;509.6;448.7;320.0
2842;180008829326;2018;2;50017373.0;5003702.0;Dourados;2.0;2.0;;;;;
2843;180008770619;2018;3;15226859.0;1500859.0;Anapu;3.0;2.0;426.8;576.7;431.0;457.6;480.0
2844;180008927924;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;427.1;472.5;449.7;389.0;220.0
2845;180008161873;2018;4;52082237.0;5215306.0;Orizona;4.0;2.0;446.0;481.0;363.0;434.6;320.0
2846;180008296821;2018;1;31242624.0;3144102.0;Muzambinho;1.0;2.0;410.8;452.8;559.5;636.5;560.0
2847;180009051868;2018;2;53006720.0;5300108.0;Brasília;2.0;2.0;603.1;594.7;545.2;680.9;560.0
2848;180009371725;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;474.2;636.6;570.7;509.1;660.0
2849;180009172273;2018;2;21269289.0;2102325.0;Buriticupu;2.0;2.0;;;;;
2850;180009284798;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;;397.7;451.0;;200.0
2851;180009347284;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;;;;;
2852;180008161097;2018;1;29369100.0;2927903.0;Santa Inês;1.0;2.0;;;;;
2853;180008111597;2018;2;27040348.0;2707701.0;Rio Largo;2.0;2.0;438.9;597.6;511.5;585.4;360.0
2854;180008274822;2018;1;21197105.0;2111607.0;São Raimundo das Mangabeiras;1.0;2.0;454.0;404.4;343.6;521.9;420.0
2855;180009217060;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2856;180008736676;2018;2;23545534.0;2312205.0;Santa Quitéria;2.0;2.0;490.2;540.6;476.8;420.0;360.0
2857;180008479853;2018;2;23239174.0;2307650.0;Maracanaú;2.0;2.0;;;;;
2858;180009061222;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;369.5;444.7;468.9;475.5;460.0
2859;180008243461;2018;2;21277770.0;2111201.0;São José de Ribamar;2.0;2.0;;;;;
2860;180009055210;2018;2;29090350.0;2901700.0;Antônio Cardoso;2.0;2.0;395.7;451.6;362.4;542.4;320.0
2861;180009220387;2018;2;32059868.0;3203320.0;Marataízes;2.0;2.0;591.4;630.6;601.5;466.5;640.0
2862;180009061234;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;454.4;;;416.2;
2863;180008653257;2018;2;23100575.0;2311306.0;Quixadá;2.0;2.0;496.2;436.8;435.2;451.9;180.0
2864;180008300154;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;380.6;512.0;435.6;493.1;0.0
2865;180009179932;2018;2;53006720.0;5300108.0;Brasília;2.0;2.0;414.5;517.4;463.7;453.9;340.0
2866;180008256415;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;446.4;576.5;627.8;412.0;640.0
2867;180009371762;2018;2;41061624.0;4117701.0;Palmeira;2.0;2.0;467.4;546.0;467.9;500.7;360.0
2868;180009083637;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;398.8;492.1;364.9;606.8;580.0
2869;180008928525;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;442.5;496.9;409.6;537.8;0.0
2870;180009284049;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;459.6;591.7;529.0;525.2;580.0
2871;180009064571;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;386.5;498.3;424.0;381.9;460.0
2872;180009064577;2018;2;17040035.0;1720259.0;São Salvador do Tocantins;2.0;2.0;402.8;530.0;453.5;451.5;540.0
2873;180009033154;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;454.5;575.9;523.9;465.9;380.0
2874;180009055247;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;462.5;596.0;573.5;469.2;580.0
2875;180008479895;2018;2;23244666.0;2307106.0;Jardim;2.0;2.0;585.2;636.8;604.6;628.8;640.0
2876;180009083657;2018;2;25076590.0;2504009.0;Campina Grande;2.0;2.0;487.6;514.0;459.3;551.7;500.0
2877;180008329960;2018;1;52054284.0;5218805.0;Rio Verde;1.0;2.0;500.8;598.0;446.0;544.9;540.0
2878;180008908278;2018;2;23237775.0;2305803.0;Ipu;2.0;2.0;445.0;605.3;434.3;485.5;300.0
2879;180008653296;2018;2;17032717.0;1702406.0;Arraias;2.0;2.0;506.3;623.5;576.4;527.7;560.0
2880;180008948433;2018;1;32012152.0;3201506.0;Colatina;1.0;2.0;514.4;553.8;513.2;644.0;640.0
2881;180008483219;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;;524.0;523.9;;0.0
2882;180008979975;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;396.7;593.7;480.5;474.2;440.0
2883;180008278191;2018;2;13096648.0;1303536.0;Presidente Figueiredo;2.0;2.0;;;;;
2884;180009287401;2018;2;41104358.0;4119301.0;Pinhão;2.0;2.0;480.5;475.7;530.6;527.6;600.0
2885;180008259786;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;387.2;626.5;542.6;644.4;320.0
2886;180008110889;2018;2;33026726.0;3300209.0;Araruama;2.0;2.0;541.9;610.9;555.8;578.0;940.0
2887;180008893420;2018;2;23249676.0;2307700.0;Maranguape;2.0;2.0;443.9;420.7;445.5;548.7;480.0
2888;180009129509;2018;2;35033297.0;3535507.0;Paraguaçu Paulista;2.0;2.0;459.1;621.3;558.8;567.6;880.0
2889;180008656626;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2890;180009058609;2018;2;43037364.0;4304507.0;Canguçu;2.0;2.0;451.2;582.1;484.7;454.5;600.0
2891;180008281502;2018;2;23249676.0;2307700.0;Maranguape;2.0;2.0;433.5;547.8;516.8;435.5;300.0
2892;180008708095;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;469.0;522.4;493.1;513.9;600.0
2893;180008911642;2018;2;33045569.0;3305554.0;Seropédica;2.0;2.0;402.9;474.2;506.0;492.2;580.0
2894;180008127025;2018;2;23545534.0;2312205.0;Santa Quitéria;2.0;2.0;414.6;485.3;405.8;392.3;0.0
2895;180008235544;2018;2;23268310.0;2309458.0;Ocara;2.0;2.0;413.5;474.5;363.9;593.0;500.0
2896;180008883185;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;418.6;401.5;497.4;392.9;440.0
2897;180009005328;2018;2;16000030.0;1600204.0;Calçoene;2.0;2.0;389.4;479.6;434.4;431.0;340.0
2898;180008839377;2018;2;23252472.0;2302800.0;Canindé;2.0;2.0;434.4;426.1;498.6;460.2;220.0
2899;180008324443;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;392.2;436.3;419.2;394.4;340.0
2900;180008746733;2018;2;26035502.0;2611101.0;Petrolina;2.0;2.0;427.1;452.4;384.1;493.6;0.0
2901;180009061953;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;540.3;573.2;478.9;544.9;520.0
2902;180008263160;2018;2;35926073.0;3513603.0;Cunha;2.0;2.0;;632.4;501.7;;480.0
2903;180009357337;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;428.9;563.8;395.3;400.1;0.0
2904;180009071282;2018;2;50030388.0;5003702.0;Dourados;2.0;2.0;564.9;529.5;611.5;440.2;600.0
2905;180008931945;2018;2;29288150.0;2920700.0;Maraú;2.0;2.0;;;;;
2906;180008214761;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;394.7;417.2;411.3;450.1;220.0
2907;180008746737;2018;2;23263644.0;2301000.0;Aquiraz;2.0;2.0;461.8;607.2;565.1;479.2;820.0
2908;180008935271;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;389.9;555.8;464.3;439.6;460.0
2909;180009237837;2018;2;31218146.0;3171808.0;Virginópolis;2.0;2.0;;;;;
2910;180009008662;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;477.4;560.7;567.4;410.7;620.0
2911;180008263171;2018;2;53006046.0;5300108.0;Brasília;2.0;2.0;;;;;
2912;180008157386;2018;2;15035735.0;1501303.0;Barcarena;2.0;2.0;537.6;447.9;509.0;578.2;720.0
2913;180008586852;2018;2;17040035.0;1720259.0;São Salvador do Tocantins;2.0;2.0;413.8;442.5;445.2;497.4;240.0
2914;180009182384;2018;4;26183358.0;2612000.0;Sairé;4.0;2.0;469.8;637.2;629.4;429.0;840.0
2915;180009187306;2018;2;42020719.0;4209102.0;Joinville;2.0;2.0;;540.9;371.8;;360.0
2916;180008336700;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2917;180008955159;2018;2;31124664.0;3145109.0;Nova Resende;2.0;1.0;421.3;516.9;500.8;563.6;540.0
2918;180008941375;2018;2;13037927.0;1304401.0;Urucurituba;2.0;2.0;;;;;
2919;180008250229;2018;2;23236752.0;2301901.0;Barbalha;2.0;2.0;474.9;469.7;458.4;607.1;0.0
2920;180008459465;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;452.3;449.7;443.5;580.2;580.0
2921;180008335611;2018;2;23545534.0;2312205.0;Santa Quitéria;2.0;2.0;372.9;558.1;520.7;406.5;460.0
2922;180008592426;2018;2;26098415.0;2604205.0;Catende;2.0;2.0;447.0;522.7;487.8;446.3;420.0
2923;180008373016;2018;3;29063329.0;2914406.0;Iraquara;3.0;2.0;429.8;553.6;478.6;389.2;540.0
2924;180008160733;2018;2;33022968.0;3303401.0;Nova Friburgo;2.0;2.0;523.7;627.3;537.7;570.8;320.0
2925;180009008699;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;475.4;544.6;506.9;462.1;460.0
2926;180008941402;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;424.8;476.0;467.9;601.7;580.0
2927;180008861182;2018;2;53005210.0;5300108.0;Brasília;2.0;2.0;473.2;460.8;429.7;523.3;560.0
2928;180008986704;2018;2;51067463.0;5107958.0;Tangará da Serra;2.0;2.0;468.1;421.3;519.1;407.7;440.0
2929;180008861185;2018;1;15223051.0;1504208.0;Marabá;1.0;2.0;497.6;645.3;565.2;402.1;400.0
2930;180008987339;2018;2;26179873.0;2601706.0;Belo Jardim;2.0;2.0;497.6;552.7;528.4;481.4;340.0
2931;180009230516;2018;2;23545518.0;2306108.0;Irauçuba;2.0;2.0;;;;;
2932;180009093740;2018;2;23237775.0;2305803.0;Ipu;2.0;2.0;401.5;449.8;461.7;443.0;260.0
2933;180008338967;2018;2;23246324.0;2313401.0;Tianguá;2.0;2.0;446.7;532.4;332.1;397.4;320.0
2934;180009012037;2018;2;26036134.0;2611101.0;Petrolina;2.0;2.0;432.8;425.2;333.6;493.8;320.0
2935;180008750122;2018;2;21261563.0;2111300.0;São Luís;2.0;2.0;399.3;626.3;513.9;429.7;320.0
2936;180008787416;2018;2;23249676.0;2307700.0;Maranguape;2.0;2.0;523.8;597.3;533.3;658.5;620.0
2937;180009243734;2018;2;23264888.0;2306405.0;Itapipoca;2.0;2.0;379.3;561.1;432.9;420.0;340.0
2938;180009097062;2018;2;52090299.0;5215603.0;Padre Bernardo;2.0;2.0;406.1;572.0;490.3;624.0;520.0
2939;180008125022;2018;2;53004981.0;5300108.0;Brasília;2.0;2.0;592.0;599.7;530.3;456.0;480.0
2940;180008338984;2018;2;53006720.0;5300108.0;Brasília;2.0;2.0;628.0;608.6;605.7;673.1;540.0
2941;180008110486;2018;2;41359690.0;4120903.0;Quedas do Iguaçu;2.0;2.0;558.6;613.1;604.8;566.9;520.0
2942;180008288201;2018;1;33439745.0;3300704.0;Cabo Frio;1.0;2.0;473.8;624.2;617.0;558.1;620.0
2943;180009136285;2018;1;28034112.0;2804508.0;Nossa Senhora da Glória;1.0;2.0;449.3;647.4;574.0;437.4;760.0
2944;180008331185;2018;2;29433843.0;2922003.0;Mucuri;2.0;2.0;459.1;593.0;585.8;494.7;0.0
2945;180009136286;2018;2;23545500.0;2306108.0;Irauçuba;2.0;2.0;465.4;559.1;367.4;452.9;520.0
2946;180008699728;2018;2;43050611.0;4306205.0;Cruzeiro do Sul;2.0;2.0;;;;;
2947;180008179180;2018;2;23545410.0;2300200.0;Acaraú;2.0;2.0;418.3;519.6;431.7;512.6;220.0
2948;180008291500;2018;2;35038970.0;3530706.0;Mogi Guaçu;2.0;2.0;492.6;606.2;582.1;513.5;360.0
2949;180009135309;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2950;180008941998;2018;2;23249676.0;2307700.0;Maranguape;2.0;2.0;368.2;423.9;465.0;384.7;300.0
2951;180008342321;2018;2;23252626.0;2304251.0;Cruz;2.0;2.0;;;;;
2952;180008342324;2018;1;11037016.0;1100064.0;Colorado do Oeste;1.0;2.0;525.4;630.4;576.1;644.8;580.0
2953;180008325888;2018;2;23246260.0;2302602.0;Camocim;2.0;2.0;373.9;524.2;406.1;504.7;360.0
2954;180008130189;2018;2;23083255.0;2307700.0;Maranguape;2.0;2.0;386.4;404.4;485.2;504.3;560.0
2955;180008595823;2018;2;26098415.0;2604205.0;Catende;2.0;2.0;500.8;529.8;588.7;712.6;780.0
2956;180008167708;2018;2;23545550.0;2305233.0;Horizonte;2.0;2.0;491.4;459.5;441.3;493.0;280.0
2957;180008699760;2018;2;23545755.0;2305407.0;Icó;2.0;2.0;;;;;
2958;180008790786;2018;2;25126415.0;2512507.0;Queimadas;2.0;2.0;527.0;609.0;538.3;606.0;520.0
2959;180009024298;2018;2;53005740.0;5300108.0;Brasília;2.0;2.0;518.6;433.0;550.7;638.2;340.0
